  #|Befehl    |LV|Kz.|Passwort            |Anzeigetext fuer ?  |Zusaetzlicher Anzeigetext fuer H (Hilfe)        |B|S|C|A|b|1|2|3|4|5|s|c|V|Ports: (B=Batch/S=Sysop/C=CoSysop/A=Av/b=Bv/1-5=Gruppen/s=SuperUser/c=Console/V=Vereinsflag        
 --+----------+--+---+--------------------+--------------------+------------------------------------------------+-+-+-+-+-+-+-+-+-+-+-+-+-+---------------------------------------------------------------------------------------------------
050|MSGRB     |95| RB|                    |MSG an alle User/Box|                 MSG an alle User der Box senden|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
050|MSGSTOP   |02|STO|                    |     MSG-Anzeige aus|              MSG-Empfang an, Anzeige jedoch aus|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
050|MSGTEIL   |02|TEI|                    |   MSG-Empfang teils|            MSG-Empfang nur für laufende Dialoge|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|+         |00|002|                    | Lokaler Scanner vor|    Scanner ueber die Bretter der Area vorwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|++        |00|003|                    |Globaler Scanner vor|             Scanner ueber alle Area's vorwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|-         |00|102|                    |Lokaler Scan zurueck|       Scanner in der aktuellen Area rueckwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|--        |00|103|                    |  Glob. Scan zurueck|           Scanner ueber alle Area's rueckwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|<         |20|100|                    |  Akt. Brett zurueck|      Um ein aktuelles Brett in der Area zurueck|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|<<        |20|101|                    |  Akt. Brett zurueck|                  Um ein aktuelles Brett zurueck|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|>         |20|000|                    |      Akt. Brett vor|    Um ein aktuelles Brett in der Area verwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
051|>>        |20|001|                    |Akt. Brett vorwaerts|        Um ein aktuelles Brett boxweit vorwaerts|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
052|CRP       |20|***|                    |         Crunch Post|                               Postfach crunchen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
053|CRPMA     |95|***|                    |  Crunch alle Postf.|                       Alle Postfaecher crunchen|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
054|CRB       |20|***|                    |        Crunch Brett|                           Brettcruncher starten|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
055|CRBRA     |70|***|                    | Crunch Bretter Area|                  Alle Bretter der Area crunchen|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
056|CRBRALL   |95|***|                    |  Crunch Bretter Box|          Alle Bretter der gesamten Box crunchen|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
057|CHAT      |20|***|                    |          Multi-Chat|                             Multi-Chat betreten|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
057|MU        |20|***|                    |          Multi-Chat|                             Multi-Chat betreten|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
058|SI        |02|***|                    |         Single-Chat|                      User zum Single-Chat rufen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
059|PR        |02|***|                    |         Privat Chat|                           Privat-Chat eroeffnen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
060|RU        |20|***|                    |  Ruf zum Multi-Chat|      Einen anderen User in den Multi-Chat rufen|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
061|SUCHU     |20|***|                    |           Such User|                            User im Brett suchen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
062|SUCHU_A   |20|***|                    |    Such User (Area)|                 Suche User in der gesamten Area|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
063|SUCHU_BOX |20|***|                    |     Such User (Box)|                   Such User in der gesamten Box|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
064|SUCHBE    |20|***|                    |        Such Betreff|                              Suche nach Betreff|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
065|SUCHBE_A  |20|***|                    | Such Betreff (Area)|                 Suche nach Betreff (ganze Area)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
066|SUCHBE_BOX|20|***|                    |  Such Betreff (Box)|                  Suche nach Betreff (ganze Box)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
067|SUCHFI    |20|***|                    |       Such Filename|                       Filenamen im Brett suchen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
068|SUCHFI_A  |20|***|                    |Such Filename (Area)|           Filenamen in der gesamten Area suchen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
069|SUCHFI_BOX|20|***|                    | Such Filename (Box)|            Filenamen in der gesamten Box suchen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
070|HIS       |20|***|                    |    History anzeigen|        Die letzten verwendeten Befehle anzeigen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
071|CLRST     |98|***|                    |  Clear Sysop-Stat's|        Sysop-Statistik (Post/Antraege) loeschen|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
072|SET_LEV   |90|***|                    |       Level aendern|Level fuer anderen User aendern       [username]|1|0|1|0|0|0|0|0|0|0|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
073|SET_VEREIN|99|***|                    |Vereinsflag umsetzen|Vereinsflag eines User's aendern      [username]|1|0|0|0|0|0|0|1|0|0|0|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
074|SET_GR1   |70|001|              X4812Y|    Gruppe 1 aendern|Gruppenflag 1 fuer User aendern       [username]|1|0|0|1|0|1|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
074|SET_GR2   |90|002|                    |    Gruppe 2 aendern|Gruppenflag 2 fuer User aendern       [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
074|SET_GR3   |90|003|                    |    Gruppe 3 aendern|Gruppenflag 3 fuer User aendern       [username]|1|0|1|0|0|0|0|1|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
074|SET_GR4   |90|004|                    |    Gruppe 4 aendern|Gruppenflag 4 fuer User aendern       [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
074|SET_GR5   |98|005|                    |    Gruppe 5 aendern|Gruppenflag 5 fuer User aendern       [username]|1|1|0|0|0|1|1|1|1|1|1|0|1|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
075|SET_AV    |90|***|                    |Areaverwalter setzen|       Area-Verwalter der aktuellen Area aendern|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
075|SET_SV    |90|***|                    |     Sektorverwalter|  Sektor-Verwalter des aktuellen Sektors aendern|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
076|SET_BV    |70|***|                    |Brettverwalter aend.|    Brettverwalter des aktuellen Brettes aendern|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
077|SET_FA    |90|***|                    |       Farbe aendern|Farbe eines Users aendern             [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
078|MAPF      |99|CRW|                    |Rauswurf Std/C-Weste|     Rauswurf (durchbricht Standard und C-Weste)|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
078|RAUS      |90|***|                    |Rauswurf eines Ports|User auf einem anderen Port rauswerfen  [portnr]|1|1|0|0|0|0|1|0|0|0|1|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
078|RAUSWURF  |98|TOT|                    |Rauswurf! KEIN GAME!|      User aus der Box werfen (Kein GAME-Befehl)|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
078|SHOWWESTE |90|SWE|                    |      Weste anzeigen|  Weste gegen Rauswurf in den Portlisten zeigen!|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
079|ED_BET    |20|***|                    |        Edit Betreff|Betreff im Brett editieren           [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
080|ED_TEX    |50|***|                    |     Texte editieren|Texte im Brett editieren             [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
081|ED_FIL    |20|***|                    |       Edit Filename|Filenamen editieren (Binaerfiles)    [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
082|ED_DAT    |20|***|                    |          Edit Datum|Eintragsdatum im Brett editieren     [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
083|ED_ALL    |70|***|                    |          Edit alles|Edit Betrett, Text, Datum, Filename  [parameter]|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
084|CRALL     |98|CRA|                    |          Crunch all|    Usercruncher, Postcruncher und Brettcruncher|1|1|0|0|0|0|0|0|0|1|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
085|ED_BAT    |20|***|                    |          Edit Batch|                   Eigenen Login-Batch editieren|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
086|EX_BAT    |02|***|                    |       Execute Batch|                            Userbatch ausfuehren|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
087|UMLEIT    |70|***|                    |    Eintrag umleiten|Bretteintraege umleiten              [parameter]|1|0|0|1|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
088|TERMIN    |00|***|                    |        Terminplaner|   Terminplaner anzeigen (die naechsten 15 Tage)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
088|TERMINSYS |99|SYS|                    |        Terminsystem|    Systemtermine mit Funktionen (Update: Jimmi)|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
089|REPACK    |20|***|                    |  Archive neu packen|Archive in Binaerfiles neu packen    [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
090|REKALK    |20|***|                    |   Groesse errechnen|Groesse der Bretteintr.neu ermitteln [parameter]|1|0|0|0|1|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
091|TEST      |20|***|                    |          Filetester|Filetester starten                   [parameter]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
092|PAUSE     |20|***|                    |    Pause aktivieren|Abwesenheit schalten                   [minuten]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
093|EMERR_I   |99|NET|                    |  Inhalt eMail_Error|Anzeige der MailErr-Files in der Box [parameter]|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
093|RB_I      |90|***|                    |   Inhalt Rundbriefe|Anzeige aller Rundbriefe in der Box  [parameter]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
094|EMERR_L   |99|NET|                    |    Lese eMail_Error|eMail_Error-Files kontrollieren      [parameter]|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
094|RB_L      |90|***|                    |     Lese Rundbriefe|Rundbriefe kontrollieren             [parameter]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
095|EMERR_K   |99|NET|                    | Loesche eMail_Error|Loesche bestimmte eMail_Error-Files  [parameter]|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
095|RB_K      |90|***|                    |  Loesche Rundbriefe|Loesche bestimmte Rundbriefe         [parameter]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
096|CREM      |99|NET|                    |  Crunch eMail_Error|    eMail-Fehlerdateien crunchen (nach loeschen)|1|1|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
096|CRRB      |90|***|                    |   Crunch Rundbriefe|             Rundbriefe crunchen (nach loeschen)|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
097|SHOWWALL  |20|001|                    | Logoff-Wall ansehen|                             Logoff-Wall ansehen|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
097|WALL      |50|***|                    |         Logoff-Wall|                Logoff-Wall aufrufen (nur Batch)|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
098|UP        |20|***|                    |              Upload|Upload in Brett / Postfach            [username]|1|0|0|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
099|RESET     |95|***|                    |        Resette Port|Resette Port falls das Modem haengt     [portnr]|1|0|1|0|0|0|0|0|0|1|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
100|WART1     |98|***|                    |   Wartezeit (Batch)|Batchbefehl, stoppt für festgelegte Zeit  [zeit]|1|0|0|0|0|0|0|0|0|0|0|1|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
100|WART2     |98|001|                    |   Wartezeit (Batch)|Batchbefehl, stoppt für festgelegte Zeit  [zeit]|1|0|0|0|0|0|0|0|0|0|0|1|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
100|WART3     |98|002|                    |   Wartezeit (Batch)|Batchbefehl, stoppt für festgelegte Zeit  [zeit]|1|0|0|0|0|0|0|0|0|0|0|1|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
100|WART4     |98|003|                    |   Wartezeit (Batch)|Batchbefehl, stoppt für festgelegte Zeit  [zeit]|1|0|0|0|0|0|0|0|0|0|0|1|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
101|SET_RB    |90|***|                    |  Rundbrief zulassen|Rundbrief fuer User freigeben/sperren [username]|1|0|1|0|0|0|0|0|0|0|0|0|0|JJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJ
